CHEQUEID;LAGERID;KOLVO
30412;63;1.0
30412;89;1.0
30412;76;1.0
30412;10;1.0
30412;55;1.0
30414;21;1.0
30416;21;1.0
30416;58;1.0
30418;29;2.0
30418;11;1.0
30418;81;1.0
30418;7;1.0
30418;101;1.0
30418;106;1.0
30418;97;1.0
30422;118;1.0
30422;119;1.0
30422;52;2.0
30422;123;3.0
30422;94;1.0
30425;62;1.0
30426;119;2.0
30426;116;4.0
30426;98;4.0
30426;25;2.0
30430;29;2.0
30430;12;1.0
30430;45;1.0
30430;122;2.0
30430;27;1.0
30435;2;1.0
30435;15;1.0
30435;29;1.0
30435;30;1.0
30435;113;1.0
30437;76;1.0
30441;42;2.0
30441;32;1.0
30441;58;1.0
30442;51;1.0
30442;23;2.0
30442;114;1.0
30442;34;1.0
30442;123;2.0
30442;60;1.0
30442;75;1.0
30442;57;1.0
30442;76;1.0
30442;126;1.0
30442;67;1.0
30444;15;1.0
30444;29;1.0
30444;42;1.0
30444;32;1.0
30444;123;1.0
30444;26;1.0
30444;50;1.0
30444;57;1.0
30444;27;2.0
30444;85;1.0
30447;95;2.0
30447;31;1.0
30447;41;1.0
30447;42;2.0
30447;130;2.0
30447;54;2.0
30447;8;1.0
30447;45;1.0
30447;122;2.0
30447;60;1.0
30447;14;1.0
30447;115;1.0
30447;57;1.0
30447;126;1.0
30447;55;1.0
30449;2;1.0
30449;65;1.0
30449;46;1.0
30453;15;3.0
30453;114;2.0
30453;7;2.0
30453;43;1.0
30453;39;1.0
30453;47;1.0
30453;69;2.0
30454;14;1.0
30454;27;1.0
30455;95;1.0
30455;29;1.0
30455;3;1.0
30455;4;1.0
30455;31;1.0
30455;42;1.0
30455;44;3.0
30455;25;1.0
30455;12;1.0
30455;7;1.0
30455;101;1.0
30455;123;2.0
30455;108;1.0
30455;17;1.0
30456;2;1.0
30456;84;1.0
30457;53;2.0
30457;82;1.0
30459;78;1.0
30459;85;1.0
30459;28;1.0
30459;68;1.0
30460;29;1.0
30460;3;1.0
30460;116;2.0
30460;4;1.0
30460;37;2.0
30460;7;1.0
30460;84;1.0
30460;38;1.0
30460;130;2.0
30460;123;2.0
30460;131;1.0
30460;62;1.0
30460;79;1.0
30460;96;1.0
30460;27;2.0
30460;64;2.0
30460;68;1.0
30461;15;1.0
30461;22;1.0
30461;116;1.0
30461;30;1.0
30461;98;1.0
30461;42;1.0
30461;25;1.0
30461;114;1.0
30461;100;2.0
30461;131;1.0
30461;109;2.0
30462;15;1.0
30462;29;1.0
30462;3;1.0
30462;82;1.0
30462;7;1.0
30462;123;2.0
30462;126;1.0
30462;68;1.0
30469;2;6.0
30469;15;1.0
30470;104;3.0
30473;16;2.0
30473;67;2.0
30474;44;2.0
30474;33;1.0
30474;79;1.0
30474;87;2.0
30477;114;3.0
30477;92;1.0
30478;118;1.0
30481;45;1.0
30484;119;3.0
30484;53;1.0
30484;98;1.0
30484;62;2.0
30484;73;1.0
30485;29;2.0
30485;119;2.0
30485;14;1.0
30485;10;1.0
30486;3;1.0
30486;116;1.0
30486;26;1.0
30486;78;1.0
30486;27;1.0
30486;110;1.0
30487;2;3.0
30487;15;1.0
30487;83;1.0
30487;3;1.0
30487;82;1.0
30487;57;1.0
30490;56;1.0
30490;66;4.0
30490;115;1.0
30492;29;2.0
30492;68;1.0
30493;15;1.0
30493;62;2.0
30494;15;1.0
30494;114;1.0
30494;7;1.0
30494;123;2.0
30494;26;1.0
30494;17;1.0
30494;126;1.0
30495;80;1.0
30500;123;3.0
30500;9;1.0
30503;29;1.0
30503;98;1.0
30503;12;1.0
30505;5;2.0
30505;7;1.0
30505;19;1.0
30505;94;1.0
30505;57;1.0
30505;91;1.0
30505;64;2.0
30505;67;1.0
30505;74;2.0
30506;121;2.0
30506;57;2.0
30508;2;6.0
30508;15;1.0
30508;53;2.0
30508;44;6.0
30508;56;1.0
30508;100;2.0
30511;4;1.0
30511;30;1.0
30511;130;1.0
30511;50;1.0
30511;57;1.0
30511;96;1.0
30513;27;1.0
30513;107;1.0
30513;70;6.0
30514;126;2.0
30514;91;3.0
30517;44;2.0
30517;33;1.0
30517;79;1.0
30517;87;2.0
30519;38;1.0
30519;79;1.0
30519;14;1.0
30519;108;1.0
30519;17;1.0
30519;50;1.0
30532;15;1.0
30532;86;1.0
30532;107;1.0
30533;15;1.0
30533;83;3.0
30533;114;3.0
30533;81;2.0
30533;34;1.0
30533;21;1.0
30533;43;1.0
30534;15;3.0
30534;44;5.0
30535;1;1.0
30535;29;2.0
30535;3;1.0
30535;30;1.0
30535;105;1.0
30535;50;1.0
30535;57;2.0
30537;29;2.0
30537;78;1.0
30538;82;1.0
30538;121;1.0
30538;57;1.0
30538;76;1.0
30544;25;1.0
30544;79;1.0
30544;57;1.0
30545;29;2.0
30545;3;1.0
30545;30;1.0
30545;123;1.0
30545;65;1.0
30545;128;1.0
30545;17;1.0
30545;96;1.0
30545;28;1.0
30550;101;1.0
30550;77;2.0
30550;27;2.0
30557;16;4.0
30557;129;2.0
30557;107;1.0
30567;51;1.0
30567;15;2.0
30567;29;2.0
30567;3;1.0
30567;53;2.0
30567;31;2.0
30567;41;2.0
30567;42;2.0
30567;88;1.0
30567;105;1.0
30567;100;3.0
30567;60;1.0
30567;21;1.0
30567;91;2.0
30580;15;2.0
30580;83;2.0
30580;29;1.0
30580;3;1.0
30580;98;2.0
30580;82;1.0
30580;12;2.0
30580;7;1.0
30580;123;2.0
30580;122;1.0
30580;60;1.0
30580;57;2.0
30583;44;2.0
30583;33;1.0
30583;79;1.0
30583;87;2.0
30587;29;1.0
30587;42;1.0
30587;76;1.0
30588;48;2.0
30588;70;4.0
30589;15;1.0
30589;89;2.0
30589;57;1.0
30590;15;2.0
30590;116;2.0
30590;114;2.0
30590;120;1.0
30590;94;1.0
30590;124;1.0
30591;98;1.0
30591;114;2.0
30591;7;1.0
30591;123;2.0
30591;14;1.0
30591;90;1.0
30591;57;1.0
30591;27;1.0
30591;68;1.0
30596;17;1.0
30596;91;2.0
30597;90;6.0
30598;36;1.0
30598;15;2.0
30598;116;3.0
30598;114;3.0
30598;14;1.0
30600;26;1.0
30600;111;2.0
30600;126;1.0
30600;85;1.0
30601;1;1.0
30601;116;1.0
30601;98;2.0
30601;123;3.0
30601;17;1.0
30601;78;1.0
30603;51;1.0
30603;15;2.0
30603;29;2.0
30603;3;1.0
30603;30;1.0
30603;114;2.0
30603;130;1.0
30603;123;1.0
30603;112;1.0
30603;55;2.0
30604;29;2.0
30604;98;2.0
30604;14;1.0
30605;15;1.0
30605;29;2.0
30605;40;1.0
30605;37;1.0
30605;33;2.0
30605;111;1.0
30605;73;2.0
30605;60;1.0
30605;14;1.0
30605;89;1.0
30605;57;2.0
30605;58;1.0
30605;117;1.0
30608;116;3.0
30608;6;1.0
30608;7;2.0
30608;130;2.0
30608;19;1.0
30609;15;3.0
30609;44;7.0
30610;2;2.0
30610;119;2.0
30610;13;1.0
30610;92;1.0
30610;90;1.0
30610;78;1.0
30610;74;2.0
30612;15;1.0
30612;4;1.0
30612;56;1.0
30612;87;1.0
30615;124;1.0
30617;29;2.0
30617;114;2.0
30617;7;1.0
30617;84;1.0
30617;27;1.0
30618;15;2.0
30618;41;1.0
30618;78;2.0
30620;1;1.0
30620;15;1.0
30620;29;1.0
30620;44;8.0
30620;14;1.0
30620;17;1.0
30620;57;2.0
30620;124;2.0
30622;48;1.0
30622;15;2.0
30622;83;3.0
30622;5;1.0
30623;98;1.0
30623;129;2.0
30623;125;1.0
30623;47;1.0
30623;91;1.0
30623;85;1.0
30624;15;1.0
30624;44;7.0
30624;32;1.0
30624;33;2.0
30624;19;2.0
30624;49;2.0
30624;112;1.0
30624;14;1.0
30624;125;1.0
30624;27;2.0
30624;64;1.0
30624;69;2.0
30625;21;1.0
30627;2;12.0
30627;123;5.0
30628;99;1.0
30632;29;1.0
30632;25;1.0
30632;7;1.0
30632;102;1.0
30632;132;1.0
30632;58;1.0
30633;48;3.0
30634;99;1.0
30636;60;1.0
30636;121;1.0
30636;58;1.0
30637;15;1.0
30637;29;1.0
30637;3;1.0
30637;118;1.0
30637;116;1.0
30637;53;1.0
30637;4;1.0
30637;11;1.0
30637;30;1.0
30637;31;1.0
30637;98;1.0
30637;40;1.0
30637;41;1.0
30637;42;1.0
30637;32;1.0
30637;6;2.0
30637;37;1.0
30637;7;1.0
30637;38;1.0
30637;54;4.0
30637;123;3.0
30637;122;1.0
30637;24;1.0
30637;46;2.0
30637;57;2.0
30637;125;1.0
30638;2;12.0
30639;29;1.0
30639;7;1.0
30639;34;1.0
30639;14;1.0
30641;1;1.0
30641;40;1.0
30641;94;1.0
30641;77;1.0
30641;57;1.0
30642;95;2.0
30642;15;1.0
30642;29;2.0
30642;118;1.0
30642;116;2.0
30642;30;1.0
30642;31;1.0
30642;98;2.0
30642;42;1.0
30642;123;5.0
30642;45;1.0
30642;80;2.0
30642;68;1.0
30643;36;1.0
30643;15;2.0
30643;116;3.0
30643;114;3.0
30643;14;1.0
30645;11;1.0
30645;114;1.0
30645;7;1.0
30645;100;2.0
30645;19;1.0
30648;15;1.0
30648;77;2.0
30649;22;1.0
30649;53;1.0
30649;25;2.0
30649;7;1.0
30649;26;1.0
30652;116;2.0
30652;130;3.0
30652;129;2.0
30653;27;1.0
30654;3;1.0
30654;119;2.0
30654;116;2.0
30654;30;1.0
30654;98;2.0
30654;42;2.0
30654;114;1.0
30654;123;2.0
30658;15;1.0
30658;88;1.0
30658;102;1.0
30658;14;1.0
30658;9;1.0
30658;27;1.0
30661;2;4.0
30661;15;1.0
30661;22;1.0
30661;61;1.0
30661;3;1.0
30661;100;1.0
30661;108;1.0
30664;15;1.0
30664;83;1.0
30664;98;1.0
30664;81;1.0
30664;123;2.0
30664;115;1.0
30664;78;1.0
30664;27;1.0
30666;3;1.0
30666;56;1.0
30666;132;1.0
30666;9;1.0
30667;15;2.0
30667;29;1.0
30667;33;1.0
30667;109;4.0
30667;108;1.0
30667;89;1.0
30667;74;2.0
30668;15;2.0
30668;41;1.0
30668;42;1.0
30668;71;1.0
30668;6;1.0
30668;37;1.0
30668;13;2.0
30668;16;4.0
30669;29;1.0
30669;3;1.0
30669;14;1.0
30669;108;1.0
30669;110;1.0
30672;22;3.0
30672;3;1.0
30672;30;2.0
30672;7;3.0
30672;33;1.0
30672;121;2.0
30672;14;2.0
30672;43;1.0
30672;120;1.0
30672;89;1.0
30672;87;2.0
30673;98;2.0
30673;25;1.0
30673;49;1.0
30674;15;1.0
30674;29;1.0
30674;30;1.0
30674;31;1.0
30674;98;1.0
30674;42;1.0
30674;37;1.0
30674;100;2.0
30674;35;1.0
30674;73;1.0
30674;109;2.0
30674;14;1.0
30674;120;1.0
30674;68;1.0
30675;86;1.0
30681;29;1.0
30681;12;1.0
30681;125;1.0
30683;26;1.0
30685;22;3.0
30685;29;1.0
30685;40;2.0
30685;44;4.0
30685;33;1.0
30685;62;1.0
30685;89;1.0
30686;83;1.0
30686;3;1.0
30686;40;1.0
30687;12;1.0
30688;44;7.0
30688;88;1.0
30688;58;1.0
30689;70;8.0
30689;74;1.0
30690;48;5.0
30690;48;1.0
30691;36;1.0
30691;29;1.0
30691;100;3.0
30691;123;2.0
30691;109;3.0
30691;17;1.0
30693;3;1.0
30693;40;1.0
30693;32;1.0
30693;88;1.0
30693;69;1.0
30696;15;1.0
30696;30;1.0
30696;31;1.0
30696;123;1.0
30696;21;1.0
30696;126;1.0
30697;30;1.0
30697;60;1.0
30698;112;1.0
30698;9;1.0
30699;3;1.0
30699;32;1.0
30699;73;1.0
30699;14;1.0
30699;21;1.0
30699;17;1.0
30700;92;4.0
30700;57;2.0
30702;3;1.0
30702;40;1.0
30702;32;1.0
30702;88;1.0
30702;69;1.0
30706;26;1.0
30706;14;1.0
30706;27;4.0
30713;29;2.0
30713;118;1.0
30713;114;1.0
30713;84;1.0
30713;100;3.0
30713;13;1.0
30713;131;1.0
30713;35;1.0
30713;128;1.0
30713;21;1.0
30713;87;1.0
30713;57;3.0
30714;83;2.0
30714;7;1.0
30714;26;1.0
30714;131;2.0
30714;14;1.0
30715;15;2.0
30715;127;1.0
30715;101;1.0
30715;26;2.0
30715;45;1.0
30715;122;3.0
30715;46;1.0
30715;74;1.0
30716;120;1.0
30719;26;1.0
30719;55;1.0
30722;15;2.0
30722;29;2.0
30722;116;1.0
30722;98;1.0
30722;44;2.0
30722;12;1.0
30722;52;1.0
30722;88;1.0
30722;103;1.0
30722;129;2.0
30725;40;1.0
30725;73;1.0
30727;55;1.0
30730;116;1.0
30730;123;2.0
30730;115;2.0
30733;49;1.0
30733;58;1.0
30752;2;2.0
30752;83;1.0
30752;33;1.0
30752;26;1.0
30755;131;5.0
30758;13;1.0
30758;128;1.0
30759;22;2.0
30759;42;2.0
30763;130;2.0
30765;15;1.0
30767;61;2.0
30767;3;1.0
30767;12;1.0
30767;88;1.0
30767;7;1.0
30767;59;1.0
30767;45;2.0
30767;16;3.0
30767;90;4.0
30768;29;1.0
30768;130;1.0
30768;123;2.0
30768;60;1.0
30768;77;1.0
30768;67;1.0
30771;28;1.0
30771;67;1.0
30772;2;2.0
30773;116;2.0
30773;82;1.0
30773;130;2.0
30773;90;2.0
30777;3;1.0
30777;73;1.0
30777;91;2.0
30780;3;1.0
30780;116;2.0
30780;52;3.0
30781;29;2.0
30783;3;1.0
30783;25;2.0
30783;56;1.0
30783;130;1.0
30783;101;1.0
30783;86;1.0
30783;106;1.0
30783;68;2.0
30786;40;1.0
30786;8;1.0
30786;14;1.0
30786;43;1.0
30790;15;1.0
30790;29;1.0
30790;30;1.0
30790;98;1.0
30790;100;1.0
30790;122;2.0
30790;108;3.0
30792;15;1.0
30792;29;1.0
30792;3;1.0
30792;30;1.0
30792;114;1.0
30792;7;1.0
30792;100;2.0
30792;121;2.0
30792;75;2.0
30792;125;2.0
30796;1;1.0
30796;29;2.0
30796;114;1.0
30796;59;1.0
30796;101;1.0
30796;35;1.0
30796;60;1.0
30796;63;1.0
30796;57;1.0
30796;27;1.0
30797;77;4.0
30798;71;1.0
30798;114;1.0
30798;81;1.0
30798;130;1.0
30798;131;1.0
30798;16;2.0
30798;9;1.0
30799;87;2.0
30801;15;2.0
30801;44;13.0
30801;57;1.0
30801;69;2.0
30802;51;2.0
30802;15;2.0
30802;3;1.0
30802;98;2.0
30802;41;1.0
30802;132;1.0
30802;14;1.0
30802;96;1.0
30803;15;2.0
30803;29;2.0
30803;118;1.0
30803;11;2.0
30803;31;1.0
30803;41;2.0
30803;71;1.0
30803;6;2.0
30803;114;2.0
30803;130;2.0
30803;13;2.0
30803;123;3.0
30803;131;1.0
30803;16;2.0
30803;21;1.0
30803;47;2.0
30804;15;1.0
30804;29;1.0
30804;31;1.0
30804;40;1.0
30804;12;1.0
30804;89;1.0
30804;57;1.0
30805;7;1.0
30805;89;1.0
30805;74;3.0
30807;30;2.0
30807;31;1.0
30807;71;2.0
30807;12;2.0
30807;108;2.0
30807;89;1.0
30807;96;1.0
30809;123;3.0
30809;74;1.0
30810;116;1.0
30810;100;2.0
30810;130;1.0
30810;80;1.0
30812;3;1.0
30812;98;1.0
30812;42;1.0
30812;32;1.0
30812;57;1.0
30812;69;3.0
30813;119;3.0
30813;82;1.0
30813;49;1.0
30813;73;1.0
30813;80;2.0
30813;63;2.0
30813;39;1.0
30814;3;1.0
30814;25;3.0
30814;33;3.0
30814;74;2.0
30816;54;1.0
30817;15;3.0
30817;23;2.0
30817;44;31.0
30817;122;3.0
30817;99;1.0
30818;83;2.0
30818;29;2.0
30818;30;1.0
30818;31;1.0
30818;42;1.0
30818;32;1.0
30818;88;1.0
30818;123;2.0
30818;89;1.0
30818;94;1.0
30818;27;1.0
30820;15;2.0
30820;22;1.0
30820;30;1.0
30820;12;1.0
30820;27;1.0
30821;29;2.0
30828;110;1.0
30830;15;1.0
30830;29;1.0
30830;98;1.0
30830;25;2.0
30830;12;1.0
30830;123;1.0
30830;21;1.0
30830;87;1.0
30832;100;2.0
30832;16;2.0
30835;71;1.0
30835;37;1.0
30835;130;1.0
30835;13;2.0
30835;79;1.0
30835;112;1.0
30835;14;1.0
30835;90;1.0
30835;10;1.0
30835;68;1.0
30840;53;1.0
30840;60;2.0
30843;123;2.0
30844;3;1.0
30844;56;1.0
30844;122;1.0
30844;21;1.0
30845;106;1.0
30847;2;2.0
30847;53;1.0
30848;3;1.0
30848;104;6.0
30852;7;2.0
30852;54;7.0
30852;54;1.0
30852;125;1.0
30853;41;2.0
30853;33;1.0
30853;62;2.0
30854;127;1.0
30854;126;2.0
30855;15;2.0
30855;29;1.0
30855;122;3.0
30855;50;2.0
30855;27;1.0
30855;110;1.0
30858;15;2.0
30858;29;1.0
30858;122;3.0
30858;50;2.0
30858;27;1.0
30858;110;1.0
30862;25;2.0
30862;7;1.0
30862;100;3.0
30862;49;1.0
30862;129;4.0
30863;15;1.0
30863;29;1.0
30863;42;1.0
30863;13;1.0
30864;116;4.0
30864;129;6.0
30867;15;2.0
30867;29;1.0
30867;3;1.0
30867;116;2.0
30867;33;1.0
30867;26;1.0
30867;86;1.0
30867;27;1.0
30868;95;2.0
30868;29;2.0
30868;40;1.0
30868;59;1.0
30868;73;3.0
30869;15;1.0
30869;83;1.0
30869;131;1.0
30869;21;2.0
30869;89;1.0
30875;15;2.0
30875;127;1.0
30875;101;1.0
30875;26;2.0
30875;45;1.0
30875;122;3.0
30875;46;1.0
30875;74;1.0
30878;15;2.0
30880;15;3.0
30880;29;2.0
30880;3;1.0
30880;41;2.0
30880;12;1.0
30880;84;1.0
30880;33;1.0
30880;122;2.0
30880;49;1.0
30880;108;1.0
30880;74;1.0
30881;29;1.0
30881;116;2.0
30881;98;1.0
30881;114;1.0
30881;20;1.0
30881;34;1.0
30881;35;2.0
30881;129;3.0
30881;121;1.0
30881;14;1.0
30881;92;1.0
30881;90;1.0
30882;29;1.0
30882;40;1.0
30882;71;1.0
30882;6;1.0
30882;130;2.0
30882;43;1.0
30882;77;1.0
30883;2;4.0
30883;26;1.0
30883;126;1.0
30884;36;1.0
30886;57;1.0
30888;29;2.0
30888;32;1.0
30888;35;1.0
30891;116;1.0
30891;98;1.0
30894;15;1.0
30896;118;1.0
30896;119;3.0
30896;52;2.0
30896;46;1.0
30897;2;1.0
30897;26;1.0
30897;77;1.0
30901;15;2.0
30901;98;1.0
30901;41;1.0
30901;25;1.0
30901;52;2.0
30901;122;2.0
30901;109;3.0
30901;17;1.0
30901;43;1.0
30901;63;1.0
30901;125;1.0
30901;10;1.0
30902;31;1.0
30902;42;1.0
30902;14;1.0
30902;89;1.0
30902;57;1.0
30902;67;1.0
30903;29;1.0
30903;7;1.0
30903;130;2.0
30903;13;1.0
30903;123;2.0
30903;35;1.0
30903;79;1.0
30903;17;1.0
30903;9;1.0
30905;15;2.0
30905;84;1.0
30905;14;2.0
30906;15;1.0
30906;118;3.0
30906;4;2.0
30909;116;1.0
30909;98;1.0
30909;44;5.0
30909;123;1.0
30911;15;2.0
30911;130;1.0
30911;66;1.0
30911;45;1.0
30911;120;1.0
30912;49;1.0
30912;75;2.0
30912;99;1.0
30913;15;1.0
30913;29;1.0
30913;26;2.0
30913;49;1.0
30913;112;1.0
30913;106;1.0
30913;28;1.0
30915;95;1.0
30915;15;1.0
30915;29;1.0
30915;3;1.0
30915;118;1.0
30915;119;1.0
30915;116;1.0
30915;53;1.0
30915;4;1.0
30915;98;1.0
30915;82;1.0
30915;40;1.0
30915;25;1.0
30915;52;1.0
30915;13;1.0
30915;123;1.0
30915;57;1.0
30915;27;1.0
30915;85;1.0
30917;84;1.0
30917;115;1.0
30917;126;1.0
30918;51;1.0
30918;15;1.0
30918;29;2.0
30918;3;1.0
30918;81;1.0
30918;7;1.0
30918;38;1.0
30918;130;1.0
30918;20;1.0
30918;79;1.0
30921;2;1.0
30921;26;1.0
30922;26;2.0
30922;103;1.0
30923;22;1.0
30923;56;1.0
30923;63;1.0
30924;15;1.0
30924;29;1.0
30924;118;1.0
30924;119;1.0
30924;53;1.0
30924;30;1.0
30924;31;1.0
30924;98;1.0
30924;42;2.0
30924;81;1.0
30924;26;1.0
30924;129;3.0
30924;108;1.0
30924;68;1.0
30926;29;1.0
30926;21;2.0
30926;75;1.0
30927;15;1.0
30927;3;1.0
30927;30;1.0
30927;59;1.0
30927;34;1.0
30927;80;1.0
30927;78;1.0
30927;64;2.0
30927;69;1.0
30928;3;1.0
30928;78;1.0
30929;98;1.0
30929;25;2.0
30929;27;1.0
30932;15;2.0
30932;83;3.0
30932;23;1.0
30932;122;3.0
30932;62;2.0
30932;79;2.0
30932;49;2.0
30932;75;2.0
30932;67;4.0
30935;15;2.0
30935;25;3.0
30935;9;2.0
30936;127;1.0
30936;126;1.0
30937;15;1.0
30937;44;2.0
30937;90;1.0
30937;94;1.0
30937;87;1.0
30939;15;4.0
30939;83;3.0
30939;25;3.0
30939;33;2.0
30939;62;3.0
30942;15;1.0
30942;52;1.0
30942;84;1.0
30942;49;1.0
30942;57;1.0
30942;27;1.0
30942;28;2.0
30944;123;2.0
30944;111;1.0
30945;48;1.0
30945;27;2.0
30947;44;11.0
30947;132;2.0
30948;2;1.0
30948;46;1.0
30949;29;1.0
30949;61;1.0
30949;53;1.0
30949;98;1.0
30949;40;1.0
30949;42;1.0
30949;32;1.0
30949;88;1.0
30949;7;1.0
30949;123;1.0
30949;57;2.0
30949;85;1.0
30950;103;1.0
30950;87;4.0
30951;40;1.0
30952;91;2.0
30953;15;2.0
30953;44;4.0
30953;130;1.0
30953;123;4.0
30958;15;1.0
30958;7;1.0
30958;49;1.0
30958;17;1.0
30958;27;2.0
30959;84;2.0
30959;20;1.0
30963;131;1.0
30963;62;1.0
30962;15;2.0
30962;83;1.0
30962;116;2.0
30962;7;1.0
30962;123;2.0
30962;16;2.0
30962;109;1.0
30962;91;3.0
30962;69;2.0
30962;110;1.0
30966;22;2.0
30966;50;2.0
30966;110;1.0
30967;51;1.0
30967;15;2.0
30967;3;1.0
30967;118;1.0
30967;119;2.0
30967;40;1.0
30967;6;1.0
30967;130;1.0
30967;123;2.0
30967;17;1.0
30967;75;1.0
30967;50;2.0
30967;91;2.0
30967;85;1.0
30968;31;1.0
30968;42;1.0
30968;88;1.0
30968;7;1.0
30968;60;1.0
30968;21;1.0
30968;125;1.0
30970;100;3.0
30975;2;6.0
30975;29;2.0
30975;45;1.0
30975;24;1.0
30975;97;1.0
30979;14;1.0
30979;125;1.0
30979;27;1.0
30979;74;1.0
30980;86;1.0
30980;89;1.0
30980;125;1.0
30981;15;1.0
30981;29;1.0
30981;118;2.0
30981;30;1.0
30981;42;1.0
30981;37;1.0
30981;101;1.0
30981;92;4.0
30981;107;1.0
30982;22;2.0
30982;114;1.0
30982;7;1.0
30982;60;1.0
30982;78;2.0
30982;96;1.0
30982;58;1.0
30985;12;1.0
30985;112;1.0
30985;86;1.0
30987;2;2.0
30987;5;2.0
30988;109;6.0
30988;75;2.0
30988;89;1.0
30988;78;2.0
30989;52;1.0
30989;130;1.0
30989;123;3.0
30989;8;1.0
30989;21;1.0
30989;113;2.0
30989;92;2.0
30989;90;1.0
30989;85;1.0
30991;36;1.0
30991;103;1.0
30993;3;1.0
30993;81;1.0
30993;57;1.0
30996;51;1.0
30996;56;1.0
30996;123;2.0
30996;107;1.0
30996;67;2.0
30999;60;1.0
30999;50;1.0
31001;3;1.0
31001;42;2.0
31001;26;1.0
31002;3;1.0
31002;42;2.0
31002;26;1.0
31005;106;1.0
31006;2;3.0
31006;5;1.0
31006;50;1.0
31008;65;1.0
31008;58;1.0
31009;15;2.0
31009;98;2.0
31009;82;1.0
31009;19;1.0
31009;79;1.0
31009;60;1.0
31009;112;1.0
31009;113;1.0
31009;27;1.0
31010;48;2.0
31010;15;1.0
31010;33;2.0
31010;130;1.0
31010;123;2.0
31010;94;1.0
31011;65;1.0
31011;58;1.0
31011;85;2.0
31012;116;1.0
31012;111;1.0
31012;14;1.0
31012;86;1.0
31012;50;1.0
31012;69;1.0
31014;15;1.0
31014;132;1.0
31016;87;8.0
31018;29;1.0
31018;44;8.0
31018;114;1.0
31018;62;2.0
31018;74;1.0
31019;131;1.0
31019;89;1.0
31020;15;1.0
31020;70;2.0
31023;15;1.0
31023;70;2.0
31025;114;1.0
31037;95;2.0
31037;29;2.0
31037;12;1.0
31037;7;1.0
31037;59;1.0
31037;46;1.0
31040;62;2.0
31041;84;1.0
31042;53;2.0
31046;15;2.0
31046;88;1.0
31046;59;1.0
31045;2;1.0
31045;29;1.0
31045;17;1.0
31045;64;1.0
31045;69;1.0
31048;2;6.0
31049;116;2.0
31049;30;1.0
31049;105;1.0
31049;113;1.0
31049;96;1.0
31051;15;2.0
31052;95;2.0
31052;29;1.0
31052;118;1.0
31052;119;2.0
31052;30;1.0
31052;71;1.0
31052;12;2.0
31052;33;2.0
31052;24;1.0
31052;69;2.0
31053;15;1.0
31053;118;2.0
31053;116;1.0
31053;53;1.0
31053;4;1.0
31053;30;1.0
31053;71;1.0
31053;130;2.0
31053;35;1.0
31053;27;2.0
31053;124;2.0
31053;69;2.0
31054;95;1.0
31054;40;1.0
31054;42;1.0
31054;44;6.0
31055;29;2.0
31055;3;1.0
31055;4;1.0
31055;31;1.0
31055;71;2.0
31055;6;1.0
31055;114;2.0
31055;81;2.0
31055;7;1.0
31055;38;1.0
31055;127;1.0
31055;34;1.0
31055;123;2.0
31055;103;1.0
31055;111;1.0
31055;60;1.0
31055;109;4.0
31055;14;1.0
31055;108;1.0
31055;17;1.0
31055;86;1.0
31055;69;2.0
31057;26;1.0
31058;83;1.0
31058;3;1.0
31058;4;1.0
31058;42;1.0
31058;100;2.0
31058;90;1.0
31058;126;1.0
31058;10;1.0
31058;55;1.0
31059;119;1.0
31059;116;2.0
31059;98;1.0
31059;100;1.0
31059;21;1.0
31059;113;1.0
31059;86;1.0
31059;91;2.0
31061;15;1.0
31061;71;1.0
31061;54;1.0
31061;90;2.0
31061;77;2.0
31061;58;1.0
31061;27;1.0
31062;3;1.0
31062;123;2.0
31063;118;2.0
31063;119;2.0
31063;98;2.0
31063;96;1.0
31064;15;2.0
31064;41;1.0
31064;12;2.0
31064;8;1.0
31064;122;2.0
31064;14;1.0
31064;107;1.0
31065;15;1.0
31065;22;2.0
31065;29;1.0
31065;53;1.0
31065;30;1.0
31065;32;1.0
31065;114;2.0
31065;81;1.0
31065;59;1.0
31065;34;1.0
31065;35;1.0
31065;14;1.0
31065;69;2.0
31065;74;1.0
31066;30;2.0
31066;128;1.0
31067;15;2.0
31067;31;1.0
31067;41;2.0
31067;71;2.0
31067;37;1.0
31067;121;1.0
31067;90;1.0
31067;78;1.0
31067;57;1.0
31067;68;1.0
31067;67;1.0
31070;15;2.0
31070;118;1.0
31070;100;1.0
31070;123;2.0
31070;69;1.0
31071;101;1.0
31072;29;1.0
31072;52;8.0
31072;114;2.0
31072;49;1.0
31072;85;1.0
31074;15;1.0
31074;29;2.0
31074;53;2.0
31074;7;1.0
31075;15;1.0
31075;22;1.0
31075;118;2.0
31075;30;1.0
31075;88;1.0
31075;101;1.0
31075;34;1.0
31075;26;3.0
31075;111;1.0
31075;60;1.0
31075;107;1.0
31076;49;1.0
31076;17;1.0
31076;110;1.0
31077;51;1.0
31077;3;1.0
31077;6;2.0
31077;88;1.0
31077;123;3.0
31077;45;1.0
31077;96;1.0
31077;124;1.0
31077;69;2.0
31080;98;1.0
31080;42;1.0
31080;27;1.0
31080;64;1.0
31080;28;1.0
31080;74;1.0
31081;116;1.0
31081;5;2.0
31081;42;2.0
31081;130;2.0
31081;123;3.0
31084;116;2.0
31084;98;1.0
31084;42;1.0
31084;100;4.0
31087;5;2.0
31087;114;2.0
31087;9;1.0
31089;116;3.0
